PubMedID,Entity_1,Entity_2,Sentence,BioBERT_Relation,BioBERT_Conf,PubMedBERT_Relation,PubMedBERT_Conf,BioLinkBERT_Relation,BioLinkBERT_Conf,All_Agree,Avg_Confidence,Ensemble_Result,Ensemble_Conf,Decision_Method
25982846,Granulocyte-macrophage colony-stimulating factor,interleukin-3,"Granulocyte-macrophage colony-stimulating factor (GM-CSF), interleukin-3 (IL-3) and IL-5 are members of a small family of cytokines that share a beta receptor subunit (βc).",Association,0.8991320729255676,Association,0.8568201065063477,NO_RELATION,0.9951894283294678,False,0.9170472025871277,Association,0.8991320729255676,Accepted_By_Ensemble
25982846,Granulocyte-macrophage colony-stimulating factor,IL-3,"Granulocyte-macrophage colony-stimulating factor (GM-CSF), interleukin-3 (IL-3) and IL-5 are members of a small family of cytokines that share a beta receptor subunit (βc).",Association,0.9035663604736328,Association,0.8374911546707153,NO_RELATION,0.9962430000305176,False,0.9124335050582886,Association,0.9035663604736328,Accepted_By_Ensemble
25982846,Granulocyte-macrophage colony-stimulating factor,IL-5,"Granulocyte-macrophage colony-stimulating factor (GM-CSF), interleukin-3 (IL-3) and IL-5 are members of a small family of cytokines that share a beta receptor subunit (βc).",Association,0.8973510265350342,Association,0.8569793105125427,NO_RELATION,0.9951440095901488,False,0.9164914488792419,Association,0.8973510265350342,Accepted_By_Ensemble
25982846,Granulocyte-macrophage colony-stimulating factor,cytokines,"Granulocyte-macrophage colony-stimulating factor (GM-CSF), interleukin-3 (IL-3) and IL-5 are members of a small family of cytokines that share a beta receptor subunit (βc).",Association,0.9088124632835388,Association,0.8397886157035828,NO_RELATION,0.9925875067710876,False,0.9137295285860697,Association,0.9088124632835388,Accepted_By_Ensemble
25982846,Granulocyte-macrophage colony-stimulating factor,beta receptor subunit,"Granulocyte-macrophage colony-stimulating factor (GM-CSF), interleukin-3 (IL-3) and IL-5 are members of a small family of cytokines that share a beta receptor subunit (βc).",Association,0.901921808719635,Association,0.8497483134269714,NO_RELATION,0.9921438694000244,False,0.914604663848877,Association,0.901921808719635,Accepted_By_Ensemble
25983199,Interleukin-1 beta,pro-fibrotic cytokine,Interleukin-1 beta (IL-1β) is a potent pro-inflammatory and pro-fibrotic cytokine that plays an important role in renal fibrosis.,Association,0.8605161309242249,Association,0.8260820508003235,Association,0.8666115403175354,True,0.8510699073473612,Association,0.8666115403175354,Accepted_By_Ensemble
25990083,Interleukin-17A,IL-17RA,"Interleukin-17A (IL-17A) and its receptor (IL-17RA) are prototype members of IL-17 ligand/receptor family firstly identified in CD4+ T cells, which comprises six ligands (IL-17A to IL- 17F) and five receptors (IL-17RA to IL-17RE).",Association,0.9156679511070251,NO_RELATION,0.802925705909729,NO_RELATION,0.9774437546730042,False,0.8986791372299194,NO_RELATION,0.9774437546730042,Accepted_By_Ensemble
25990083,Interleukin-17A,IL-17 ligand/receptor family,"Interleukin-17A (IL-17A) and its receptor (IL-17RA) are prototype members of IL-17 ligand/receptor family firstly identified in CD4+ T cells, which comprises six ligands (IL-17A to IL- 17F) and five receptors (IL-17RA to IL-17RE).",Association,0.9127498865127563,NO_RELATION,0.8308948278427124,NO_RELATION,0.9667139649391174,False,0.9034528930981954,NO_RELATION,0.9667139649391174,Accepted_By_Ensemble
25990083,Interleukin-17A,IL- 17F,"Interleukin-17A (IL-17A) and its receptor (IL-17RA) are prototype members of IL-17 ligand/receptor family firstly identified in CD4+ T cells, which comprises six ligands (IL-17A to IL- 17F) and five receptors (IL-17RA to IL-17RE).",Association,0.9169191122055054,NO_RELATION,0.7657679915428162,NO_RELATION,0.9770811200141908,False,0.8865894079208374,,,Escalate_No_Majority
25990083,Interleukin-17A,IL-17RE,"Interleukin-17A (IL-17A) and its receptor (IL-17RA) are prototype members of IL-17 ligand/receptor family firstly identified in CD4+ T cells, which comprises six ligands (IL-17A to IL- 17F) and five receptors (IL-17RA to IL-17RE).",Association,0.91798734664917,NO_RELATION,0.7443287372589111,NO_RELATION,0.9798688292503356,False,0.8807283043861389,,,Escalate_No_Majority
25992858,Interleukin-2,pleiotropic cytokine,Interleukin-2 (IL-2) is a pleiotropic cytokine that regulates immune cell homeostasis and has been used to treat a range of disorders including cancer and autoimmune disease.,Association,0.8035281300544739,Association,0.5682478547096252,NO_RELATION,0.9728745818138124,False,0.7815501888593038,,,Escalate_No_Majority
25992861,Interleukin-6,IL-27,"Interleukin-6 (IL-6) and IL-27 signal through a shared receptor subunit and employ the same downstream STAT transcription proteins, but yet are ascribed unique and overlapping functions.",Association,0.9219337701797484,NO_RELATION,0.592365562915802,NO_RELATION,0.9944173097610474,False,0.8362388809521993,,,Escalate_No_Majority
25992861,Interleukin-6,receptor subunit,"Interleukin-6 (IL-6) and IL-27 signal through a shared receptor subunit and employ the same downstream STAT transcription proteins, but yet are ascribed unique and overlapping functions.",Association,0.919982373714447,NO_RELATION,0.6964544057846069,NO_RELATION,0.9932377338409424,False,0.8698915044466654,,,Escalate_No_Majority
25992861,Interleukin-6,STAT transcription proteins,"Interleukin-6 (IL-6) and IL-27 signal through a shared receptor subunit and employ the same downstream STAT transcription proteins, but yet are ascribed unique and overlapping functions.",Association,0.916225016117096,NO_RELATION,0.57315593957901,NO_RELATION,0.9921088814735411,False,0.8271632790565491,,,Escalate_No_Majority
25998175,Hepatocyte growth factor,mesenchyme-derived pleiotropic factor,"Hepatocyte growth factor (HGF) is a mesenchyme-derived pleiotropic factor that regulates cell growth, motility, mitogenesis, and morphogenesis in a variety of cells, and increased serum levels of HGF have been linked to a number of clinical and subclinical cardiovascular disease phenotypes.",Association,0.8969498872756958,NO_RELATION,0.3352828919887543,Association,0.8396520614624023,False,0.6906282802422842,Association,0.8969498872756958,Accepted_By_Ensemble
25999670,Tumor necrosis factor,cytokine,Tumor necrosis factor alpha (TNF-α) is a cytokine which plays opposing roles in the context of infectious disease pathogenesis.,Association,0.9023197889328004,Association,0.8067178726196289,NO_RELATION,0.954988658428192,False,0.8880087733268738,Association,0.9023197889328004,Accepted_By_Ensemble
26000970,Tumor necrosis factor,cytokine,"Tumor necrosis factor (TNF)-α is a cytokine involved in acute inflammatory phase reactions, and is the primary upstream mediator in the cochlear inflammatory response.",Association,0.8429945111274719,Association,0.8057131767272949,Association,0.5957170724868774,True,0.7481415867805481,Association,0.8429945111274719,Accepted_By_Ensemble
26005639,Interleukin-6,cytokine protein,"Interleukin-6 (IL-6) encodes a cytokine protein, which causes inflammation, maintains immune homeostasis and plays an essential role in oral pathogenesis.",Association,0.8863570690155029,Association,0.8979883790016174,NO_RELATION,0.9610022902488708,False,0.9151159127553304,Association,0.8979883790016174,Accepted_By_Ensemble
26011111,Interleukin-6,rs1800796,"To examine the association between an IL6 (Interleukin-6) polymorphism (C-634G or rs1800796) and tooth loss, and an interaction between the polymorphism and smoking habits for the loss.",Association,0.8402351140975952,Association,0.9076507687568665,Association,0.7236207723617554,True,0.823835551738739,Association,0.9076507687568665,Accepted_By_Ensemble
26014498,Interleukin-27,IL-27,Interleukin-27 (IL-27) has been recognized as a pleiotropic cytokine with both pro- and anti-inflammatory properties.,Association,0.8534030318260193,Association,0.8538616299629211,NO_RELATION,0.9957900643348694,False,0.9010182420412699,Association,0.8538616299629211,Accepted_By_Ensemble
26014498,Interleukin-27,pleiotropic cytokine,Interleukin-27 (IL-27) has been recognized as a pleiotropic cytokine with both pro- and anti-inflammatory properties.,Association,0.876694917678833,Association,0.8439158797264099,NO_RELATION,0.9763262867927552,False,0.8989790280659994,Association,0.876694917678833,Accepted_By_Ensemble
26014813,Thymic stromal lymphopoietin,cytokine,Thymic stromal lymphopoietin (TSLP) is a cytokine with pleiotropic functions in the immune system.,Association,0.9033357501029968,Association,0.8426781892776489,NO_RELATION,0.9900276064872742,False,0.91201384862264,Association,0.9033357501029968,Accepted_By_Ensemble
26025300,Interleukin-7,cytokine,Interleukin-7 (IL-7) is a critical cytokine in early B and T cell development.,Association,0.8823056221008301,Association,0.790136992931366,NO_RELATION,0.9854389429092408,False,0.8859605193138123,,,Escalate_No_Majority
26026701,Tumor necrosis factor,lethal endotoxin,Tumor necrosis factor (TNF) is first identified as a mediator of lethal endotoxin poisoning.,Association,0.8101125955581665,Association,0.582750141620636,Association,0.5386889576911926,True,0.643850564956665,,,Escalate_Single_Model
26035439,Interleukin-10,immunomodulatory cytokine,Interleukin-10 (IL-10) is an important immunomodulatory cytokine.,Association,0.879014253616333,Association,0.5310594439506531,NO_RELATION,0.9896893501281738,False,0.7999210158983866,,,Escalate_No_Majority
26044597,Interleukin-4,IL-5,"Interleukin-4 (IL-4), IL-5 and IL-13, the signature cytokines that are produced during type 2 immune responses, are critical for protective immunity against infections of extracellular parasites and are responsible for asthma and many other allergic inflammatory diseases.",Association,0.8550508618354797,Association,0.8717186450958252,NO_RELATION,0.8907399773597717,False,0.8725031614303589,Association,0.8717186450958252,Accepted_By_Ensemble
26044597,Interleukin-4,IL-13,"Interleukin-4 (IL-4), IL-5 and IL-13, the signature cytokines that are produced during type 2 immune responses, are critical for protective immunity against infections of extracellular parasites and are responsible for asthma and many other allergic inflammatory diseases.",Association,0.8497435450553894,Association,0.8691180944442749,NO_RELATION,0.8606432676315308,False,0.8598349690437317,Association,0.8691180944442749,Accepted_By_Ensemble
26044597,Interleukin-4,cytokines,"Interleukin-4 (IL-4), IL-5 and IL-13, the signature cytokines that are produced during type 2 immune responses, are critical for protective immunity against infections of extracellular parasites and are responsible for asthma and many other allergic inflammatory diseases.",Association,0.854343831539154,Association,0.8614137172698975,NO_RELATION,0.7253236770629883,False,0.8136937419573466,Association,0.8614137172698975,Accepted_By_Ensemble
26044863,Tumor necrosis factor,inflammatory cytokine,"Tumor necrosis factor alpha (TNF-α) is an inflammatory cytokine, involved in both physiological and pathological pathways.",Association,0.8840650916099548,Association,0.3986398875713348,NO_RELATION,0.9641010761260986,False,0.7489353517691294,,,Escalate_No_Majority
26045843,Tumor necrosis factor,proinflammatory cytokine,"Tumor necrosis factor (TNF)-α is a proinflammatory cytokine, some studies reported that TNF-α gene plays important role in the pathogenesis of SONFH. And the polymorphisms of TNF-α were presented as risk factors for steroid-induced osteonecrosis of the femoral head (SONFH).",Association,0.8436874747276306,Association,0.5380244851112366,Association,0.7257992029190063,True,0.7025037209192911,,,Escalate_Single_Model
26047929,Interleukin-17A,proinflammatory cytokine,"Interleukin-17A is a newly described proinflammatory cytokine, which plays important roles in autoimmune diseases as well as asthma.",Association,0.8676494359970093,Association,0.8646854758262634,Association,0.7012049555778503,True,0.8111799558003744,Association,0.8676494359970093,Accepted_By_Ensemble
26051521,Interleukin-2,cytokine,"Interleukin-2 is an essential cytokine in an innate immune response, and is a promising drug target for several immunological disorders.",Association,0.8625878095626831,Association,0.8468964695930481,NO_RELATION,0.8424501419067383,False,0.8506448070208231,Association,0.8625878095626831,Accepted_By_Ensemble
26051703,Tumor necrosis factor,pleiotropic cytokine,Tumor necrosis factor alpha (TNF-α) is a pleiotropic cytokine involved in the immune response against viral and other infections.,Association,0.8790624141693115,Association,0.8093225359916687,NO_RELATION,0.9511786103248596,False,0.8798545201619467,Association,0.8790624141693115,Accepted_By_Ensemble
26053104,Hepatocyte growth factor,pro-angiogenic cytokine,Hepatocyte growth factor (HGF) is a pro-angiogenic cytokine activated by tissue-type plasminogen activator (tPA) that might play a role in the progression of multiple myeloma (MM).,Association,0.7744892835617065,Association,0.8102369904518127,Association,0.9235979318618774,True,0.8361080686251322,Association,0.9235979318618774,Accepted_By_Ensemble
26053104,Hepatocyte growth factor,tissue-type plasminogen activator,Hepatocyte growth factor (HGF) is a pro-angiogenic cytokine activated by tissue-type plasminogen activator (tPA) that might play a role in the progression of multiple myeloma (MM).,Association,0.7374725937843323,Association,0.7763046026229858,Association,0.9083789587020874,True,0.8073853850364685,,,Escalate_Single_Model
26054397,Interleukin-27,IL-27,"Interleukin-27 (IL-27) has been described to be highly expressed during the very first days after birth, but secretion of IL-27 by dendritic cells during the course of childhood has not been described.",Association,0.8515453934669495,NO_RELATION,0.393543392419815,NO_RELATION,0.9949803948402404,False,0.7466897269090017,,,Escalate_No_Majority
26057800,Interleukin-18,pleiotropic pro-inflammatory cytokine,Interleukin-18 (IL-18) is a pleiotropic pro-inflammatory cytokine belonging to the IL-1 superfamily.,Association,0.8931130170822144,Association,0.861747682094574,NO_RELATION,0.9923536777496338,False,0.9157381256421407,Association,0.8931130170822144,Accepted_By_Ensemble
26057800,Interleukin-18,IL-1 superfamily,Interleukin-18 (IL-18) is a pleiotropic pro-inflammatory cytokine belonging to the IL-1 superfamily.,Association,0.8794261813163757,Association,0.8714279532432556,NO_RELATION,0.993893563747406,False,0.9149158994356791,Association,0.8794261813163757,Accepted_By_Ensemble
26061815,Granulocyte colony-stimulating factor,cytokine,Granulocyte colony-stimulating factor (G-CSF) is a cytokine that is highly expressed in human and mouse colorectal cancers (CRC).,Association,0.9074292182922364,Association,0.483113557100296,NO_RELATION,0.9657899141311646,False,0.7854442298412323,,,Escalate_No_Majority
26063323,Hepatocyte growth factor,irreversible epidermal growth factor receptor-tyrosine kinase inhibitors,Hepatocyte growth factor (HGF) induces resistance to reversible and irreversible epidermal growth factor receptor-tyrosine kinase inhibitors (EGFR-TKI) in EGFR mutant lung cancer cells by activating Met and the downstream phosphoinositide 3-kinase (PI3K)/Akt pathway.,Association,0.8616120219230652,Association,0.8198218941688538,NO_RELATION,0.8142080307006836,False,0.8318806489308676,Association,0.8616120219230652,Accepted_By_Ensemble
26063323,Hepatocyte growth factor,EGFR,Hepatocyte growth factor (HGF) induces resistance to reversible and irreversible epidermal growth factor receptor-tyrosine kinase inhibitors (EGFR-TKI) in EGFR mutant lung cancer cells by activating Met and the downstream phosphoinositide 3-kinase (PI3K)/Akt pathway.,Association,0.8798330426216125,Association,0.8207923769950867,NO_RELATION,0.9374228715896606,False,0.87934943040212,Association,0.8798330426216125,Accepted_By_Ensemble
26063323,Hepatocyte growth factor,activating Met,Hepatocyte growth factor (HGF) induces resistance to reversible and irreversible epidermal growth factor receptor-tyrosine kinase inhibitors (EGFR-TKI) in EGFR mutant lung cancer cells by activating Met and the downstream phosphoinositide 3-kinase (PI3K)/Akt pathway.,Association,0.8700270652770996,Association,0.8227201700210571,NO_RELATION,0.4226195812225342,False,0.7051222721735636,Association,0.8700270652770996,Accepted_By_Ensemble
26063323,Hepatocyte growth factor,downstream phosphoinositide 3-kinase,Hepatocyte growth factor (HGF) induces resistance to reversible and irreversible epidermal growth factor receptor-tyrosine kinase inhibitors (EGFR-TKI) in EGFR mutant lung cancer cells by activating Met and the downstream phosphoinositide 3-kinase (PI3K)/Akt pathway.,Association,0.8798850774765015,Association,0.8386762738227844,NO_RELATION,0.73780357837677,False,0.8187883098920187,Association,0.8798850774765015,Accepted_By_Ensemble
26064303,Interferon gamma,proinflammatory cytokine,"Interferon gamma (IFN-γ) is a potent proinflammatory cytokine which plays an important role in the antiviral, antiproliferative, and antitumor activities.",Association,0.7722554802894592,Association,0.7977790236473083,NO_RELATION,0.9668139815330504,False,0.8456161618232727,,,Escalate_Single_Model
26071594,Tumor necrosis factor,cytokine,"Tumor necrosis factor (TNF) is a fascinating anti‐tumoral cytokine, which plays a key role in orchestrating the fight of innate immunity against infection.",Association,0.8841114640235901,NO_RELATION,0.4277958273887634,NO_RELATION,0.9543099999427797,False,0.7554057637850443,,,Escalate_No_Majority
26072395,Tumor necrosis factor,TNFR2,"Tumor necrosis factor receptor 2 (TNFR2, Tnfrsf1b) regulates multiple aspects of immune function, but little is known about its role in the immunopathogenesis of inflammatory bowel disease (IBD).",Association,0.9193541407585144,NO_RELATION,0.5065152049064636,NO_RELATION,0.4506687819957733,False,0.6255127092202505,,,Escalate_Single_Model
26080005,Interleukin-6,pro-inflammatory cytokine,Interleukin-6 (IL-6) is a pro-inflammatory cytokine involved in the pathogenesis of various autoimmune and chronic inflammatory diseases.,Association,0.8723758459091187,Association,0.830149233341217,NO_RELATION,0.963508129119873,False,0.888677736123403,Association,0.8723758459091187,Accepted_By_Ensemble
26083528,Tumor necrosis factor,apoptosis-inducing ligand,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) induces apoptosis of various normal and tumor cells.,Association,0.9010645151138306,Association,0.7205949425697327,NO_RELATION,0.9752885699272156,False,0.8656493425369263,,,Escalate_No_Majority
26083528,Tumor necrosis factor,TRAIL,Tumor necrosis factor (TNF)-related apoptosis-inducing ligand (TRAIL) induces apoptosis of various normal and tumor cells.,Association,0.8903699517250061,Association,0.7008139491081238,NO_RELATION,0.989152193069458,False,0.8601120313008627,,,Escalate_No_Majority
26084021,Interleukin-33,nuclear-associated cytokine,Interleukin-33 (IL-33) is a nuclear-associated cytokine of the IL-1 family originally described as a potent inducer of allergic type 2 immunity.,Association,0.8653082251548767,Association,0.7314237952232361,NO_RELATION,0.9904587268829346,False,0.8623969157536825,,,Escalate_No_Majority
26084021,Interleukin-33,IL-1 family,Interleukin-33 (IL-33) is a nuclear-associated cytokine of the IL-1 family originally described as a potent inducer of allergic type 2 immunity.,Association,0.8446252942085266,Association,0.5718451142311096,NO_RELATION,0.9893240332603456,False,0.8019314805666605,,,Escalate_No_Majority
26085207,Tumor necrosis factor,signaling adapters,Tumor necrosis factor receptor (TNFR)-associated factors (TRAFs) form a family of proteins that are best known as signaling adapters of TNFRs.,Association,0.911544919013977,NO_RELATION,0.946054756641388,NO_RELATION,0.9273361563682556,False,0.9283119440078735,NO_RELATION,0.946054756641388,Accepted_By_Ensemble
26085207,Tumor necrosis factor,TNFRs,Tumor necrosis factor receptor (TNFR)-associated factors (TRAFs) form a family of proteins that are best known as signaling adapters of TNFRs.,Association,0.9042597413063048,NO_RELATION,0.9258729219436646,NO_RELATION,0.9670422673225404,False,0.9323916435241699,NO_RELATION,0.9670422673225404,Accepted_By_Ensemble
26085208,Tumor necrosis factor,TRAF6,Tumor necrosis factor receptor (TNFR)-associated factor 6 (TRAF6) is an adapter protein that mediates a wide array of protein-protein interactions via its TRAF domain and a RING finger domain that possesses non-conventional E3 ubiquitin ligase activity.,Association,0.9178386926651,NO_RELATION,0.95914626121521,NO_RELATION,0.9934051632881165,False,0.9567967057228088,NO_RELATION,0.9934051632881165,Accepted_By_Ensemble
26085208,Tumor necrosis factor,adapter protein,Tumor necrosis factor receptor (TNFR)-associated factor 6 (TRAF6) is an adapter protein that mediates a wide array of protein-protein interactions via its TRAF domain and a RING finger domain that possesses non-conventional E3 ubiquitin ligase activity.,Association,0.9159235954284668,NO_RELATION,0.9552918672561646,NO_RELATION,0.9877058863639832,False,0.9529737830162048,NO_RELATION,0.9877058863639832,Accepted_By_Ensemble
26085208,Tumor necrosis factor,TRAF domain,Tumor necrosis factor receptor (TNFR)-associated factor 6 (TRAF6) is an adapter protein that mediates a wide array of protein-protein interactions via its TRAF domain and a RING finger domain that possesses non-conventional E3 ubiquitin ligase activity.,Association,0.9197849631309508,NO_RELATION,0.9497600197792052,NO_RELATION,0.99228036403656,False,0.9539417823155719,NO_RELATION,0.99228036403656,Accepted_By_Ensemble
26085208,Tumor necrosis factor,RING finger domain,Tumor necrosis factor receptor (TNFR)-associated factor 6 (TRAF6) is an adapter protein that mediates a wide array of protein-protein interactions via its TRAF domain and a RING finger domain that possesses non-conventional E3 ubiquitin ligase activity.,Association,0.917597472667694,NO_RELATION,0.9505378603935242,NO_RELATION,0.9898260831832886,False,0.9526538054148356,NO_RELATION,0.9898260831832886,Accepted_By_Ensemble
26085208,Tumor necrosis factor,E3 ubiquitin ligase,Tumor necrosis factor receptor (TNFR)-associated factor 6 (TRAF6) is an adapter protein that mediates a wide array of protein-protein interactions via its TRAF domain and a RING finger domain that possesses non-conventional E3 ubiquitin ligase activity.,Association,0.9183085560798644,NO_RELATION,0.9253796339035034,NO_RELATION,0.990875244140625,False,0.9448544780413309,NO_RELATION,0.990875244140625,Accepted_By_Ensemble
26086344,Interleukin-6,C-reactive protein,"Interleukin-6 and C-reactive protein are commonly assessed biomarkers linked to illness, obesity, and stressful life events.",Association,0.854431688785553,Association,0.8686076402664185,Association,0.6729763746261597,True,0.7986719012260437,Association,0.8686076402664185,Accepted_By_Ensemble
26095319,Thymic stromal lymphopoietin,IL-25,"Thymic stromal lymphopoietin (TSLP), IL-25, and IL-33 system contribute to the initiation and development of Th2 responses.",Association,0.907688856124878,Association,0.9045658111572266,NO_RELATION,0.9343081116676332,False,0.9155209263165792,Association,0.907688856124878,Accepted_By_Ensemble
26095319,Thymic stromal lymphopoietin,IL-33,"Thymic stromal lymphopoietin (TSLP), IL-25, and IL-33 system contribute to the initiation and development of Th2 responses.",Association,0.9063074588775636,Association,0.8993068337440491,NO_RELATION,0.8801790475845337,False,0.8952644467353821,Association,0.9063074588775636,Accepted_By_Ensemble
26096341,Interleukin-18,"pleiotropic, pro-inflammatory cytokine","Interleukin-18 (IL-18) is a pleiotropic, pro-inflammatory cytokine that is capable of promoting the Th1 response.",Association,0.8564006686210632,Association,0.8608130216598511,NO_RELATION,0.988403022289276,False,0.9018722375233968,Association,0.8608130216598511,Accepted_By_Ensemble
26099067,Tumor necrosis factor,cytokine 1A,"Tumor necrosis factor (TNF)-like cytokine 1A (TL1A) is a member of the TNF superfamily of proteins (TNFSF15), which signals through association with death domain receptor 3 (DR3).",Association,0.9117621779441832,NO_RELATION,0.8153163194656372,NO_RELATION,0.9961981177330016,False,0.907758871714274,NO_RELATION,0.9961981177330016,Accepted_By_Ensemble
26099067,Tumor necrosis factor,TNF superfamily,"Tumor necrosis factor (TNF)-like cytokine 1A (TL1A) is a member of the TNF superfamily of proteins (TNFSF15), which signals through association with death domain receptor 3 (DR3).",Association,0.9143226146697998,NO_RELATION,0.8488337397575378,NO_RELATION,0.9960440397262572,False,0.919733464717865,NO_RELATION,0.9960440397262572,Accepted_By_Ensemble
26099067,Tumor necrosis factor,TNFSF15,"Tumor necrosis factor (TNF)-like cytokine 1A (TL1A) is a member of the TNF superfamily of proteins (TNFSF15), which signals through association with death domain receptor 3 (DR3).",Association,0.9150770902633668,NO_RELATION,0.8432410955429077,NO_RELATION,0.996638298034668,False,0.9183188279469808,NO_RELATION,0.996638298034668,Accepted_By_Ensemble
26099067,Tumor necrosis factor,death domain receptor 3,"Tumor necrosis factor (TNF)-like cytokine 1A (TL1A) is a member of the TNF superfamily of proteins (TNFSF15), which signals through association with death domain receptor 3 (DR3).",Association,0.9141240119934082,Association,0.8337838053703308,NO_RELATION,0.995342493057251,False,0.91441677014033,Association,0.9141240119934082,Accepted_By_Ensemble
26101276,Interleukin-2,tumor necrosis factor-α,"We investigated the circulating plasma levels of Th1- (Interleukin-2 [IL-2], tumor necrosis factor-α [TNF-α], interferon-gamma [IFN-γ]) and Th2-type (IL-4, IL-5, IL-10) cytokines in human immunodeficiency virus (HIV)-infected pregnant women living in a malaria-endemic area.",Association,0.8777374625205994,Association,0.4829213917255401,Association,0.8897984623908997,True,0.7501524388790131,Association,0.8897984623908997,Accepted_By_Ensemble
26101276,Interleukin-2,interferon-gamma,"We investigated the circulating plasma levels of Th1- (Interleukin-2 [IL-2], tumor necrosis factor-α [TNF-α], interferon-gamma [IFN-γ]) and Th2-type (IL-4, IL-5, IL-10) cytokines in human immunodeficiency virus (HIV)-infected pregnant women living in a malaria-endemic area.",Association,0.8829037547111511,Association,0.5627432465553284,Association,0.8955945372581482,True,0.7804138461748759,Association,0.8955945372581482,Accepted_By_Ensemble
26101276,Interleukin-2,Th2-type,"We investigated the circulating plasma levels of Th1- (Interleukin-2 [IL-2], tumor necrosis factor-α [TNF-α], interferon-gamma [IFN-γ]) and Th2-type (IL-4, IL-5, IL-10) cytokines in human immunodeficiency virus (HIV)-infected pregnant women living in a malaria-endemic area.",Association,0.8646082878112793,Association,0.5834164023399353,Association,0.8949679732322693,True,0.7809975544611613,Association,0.8949679732322693,Accepted_By_Ensemble
26101276,Interleukin-2,IL-4,"We investigated the circulating plasma levels of Th1- (Interleukin-2 [IL-2], tumor necrosis factor-α [TNF-α], interferon-gamma [IFN-γ]) and Th2-type (IL-4, IL-5, IL-10) cytokines in human immunodeficiency virus (HIV)-infected pregnant women living in a malaria-endemic area.",Association,0.8650058507919312,Association,0.6387556195259094,Association,0.8917499780654907,True,0.7985038161277771,Association,0.8917499780654907,Accepted_By_Ensemble
26101276,Interleukin-2,IL-5,"We investigated the circulating plasma levels of Th1- (Interleukin-2 [IL-2], tumor necrosis factor-α [TNF-α], interferon-gamma [IFN-γ]) and Th2-type (IL-4, IL-5, IL-10) cytokines in human immunodeficiency virus (HIV)-infected pregnant women living in a malaria-endemic area.",Association,0.8658527135848999,Association,0.6449552774429321,Association,0.8873279690742493,True,0.7993786533673605,Association,0.8873279690742493,Accepted_By_Ensemble
26101276,Interleukin-2,IL-10,"We investigated the circulating plasma levels of Th1- (Interleukin-2 [IL-2], tumor necrosis factor-α [TNF-α], interferon-gamma [IFN-γ]) and Th2-type (IL-4, IL-5, IL-10) cytokines in human immunodeficiency virus (HIV)-infected pregnant women living in a malaria-endemic area.",Association,0.8636291027069092,Association,0.5950806736946106,Association,0.8913748264312744,True,0.783361534277598,Association,0.8913748264312744,Accepted_By_Ensemble
26101276,Interleukin-2,cytokines,"We investigated the circulating plasma levels of Th1- (Interleukin-2 [IL-2], tumor necrosis factor-α [TNF-α], interferon-gamma [IFN-γ]) and Th2-type (IL-4, IL-5, IL-10) cytokines in human immunodeficiency virus (HIV)-infected pregnant women living in a malaria-endemic area.",Association,0.8637067079544067,Association,0.5022952556610107,Association,0.9019731283187866,True,0.7559916973114014,Association,0.9019731283187866,Accepted_By_Ensemble
26107423,Interleukin-33,IL-1 cytokine superfamily,Interleukin-33 (IL-33) is a member of the IL-1 cytokine superfamily that potently drives production of a variety of cytokines and contributes to the pathogenesis of inflammatory diseases.,Association,0.8528779149055481,Association,0.8238888382911682,NO_RELATION,0.9876535534858704,False,0.8881401022275289,Association,0.8528779149055481,Accepted_By_Ensemble
26107423,Interleukin-33,cytokines,Interleukin-33 (IL-33) is a member of the IL-1 cytokine superfamily that potently drives production of a variety of cytokines and contributes to the pathogenesis of inflammatory diseases.,Association,0.8664664030075073,Association,0.8097968697547913,NO_RELATION,0.979288637638092,False,0.8851839701334635,Association,0.8664664030075073,Accepted_By_Ensemble
26108034,Tumor necrosis factor,TNFR and Toll-like receptor (TLRs)/RIG-I-like receptors,Tumor necrosis factor receptor (TNFR)-associated factor 3(TRAF3) is a key regulator in TNFR and Toll-like receptor (TLRs)/RIG-I-like receptors (RLRs) signal pathway.,Association,0.9133705496788024,Association,0.8443087935447693,NO_RELATION,0.99513840675354,False,0.9176059166590372,Association,0.9133705496788024,Accepted_By_Ensemble
26108034,Tumor necrosis factor,RLRs,Tumor necrosis factor receptor (TNFR)-associated factor 3(TRAF3) is a key regulator in TNFR and Toll-like receptor (TLRs)/RIG-I-like receptors (RLRs) signal pathway.,Association,0.9164102077484132,Association,0.8429942727088928,NO_RELATION,0.996673345565796,False,0.9186926086743673,Association,0.9164102077484132,Accepted_By_Ensemble
26110930,Interferon gamma,"indoleamine 2,3 dioxygenase","Interferon gamma (IFN-γ) production induces the transcription of indoleamine 2,3 dioxygenase (IDO) resulting in the reduction of T-cell activation and proliferation through the depletion of tryptophan and the elicitation of Treg lymphocytes.",Association,0.7613228559494019,Association,0.7730528712272644,Positive_regulation,0.4642879664897918,False,0.6662212312221527,,,Escalate_No_Confident_Model
26110930,Interferon gamma,IDO,"Interferon gamma (IFN-γ) production induces the transcription of indoleamine 2,3 dioxygenase (IDO) resulting in the reduction of T-cell activation and proliferation through the depletion of tryptophan and the elicitation of Treg lymphocytes.",Association,0.7485666275024414,Association,0.7887715101242065,NO_RELATION,0.3846136331558227,False,0.6406505902608236,,,Escalate_No_Confident_Model
